title,author,genre,tropes,imageUrl,synopsis,rating,ratedBy
The Red-Haired Woman,Orhan Pamuk,Dark Comedy,"Well digger, Oedipal themes, Turkey",https://covers.openlibrary.org/b/id/8235195-L.jpg,A teenage well digger has an affair with an older woman that haunts him for decades.,3.51,15000
The Magus,John Fowles,Psychological Comedy,"Greek island, Psychological games, Reality questioning",https://covers.openlibrary.org/b/id/8235196-L.jpg,A teacher on a Greek island is drawn into elaborate psychological games by a wealthy recluse.,3.9,68000
The French Lieutenant's Woman,John Fowles,Historical Comedy,"Victorian pastiche, Multiple endings, Metafiction",https://covers.openlibrary.org/b/id/8235197-L.jpg,"A Victorian romance with modern commentary and multiple endings, questioning narrative conventions.",3.93,48000
Daniel Martin,John Fowles,Comedy/Literary,"Screenwriter, Midlife crisis, Self-examination",https://covers.openlibrary.org/b/id/6630599-L.jpg,"A successful screenwriter examines his life, loves, and choices in this sprawling novel.",3.67,4200
A Maggot,John Fowles,Historical Mystery Comedy,"18th century, Missing nobleman, Multiple testimonies",https://covers.openlibrary.org/b/id/6630600-L.jpg,An 18th century mystery told through testimonies about a nobleman's disappearance.,3.56,3800
Mantissa,John Fowles,Metafictional Comedy,"Writer and muse, Hospital room, Meta-narrative",https://covers.openlibrary.org/b/id/6630601-L.jpg,A writer and his muse debate in a hospital room in this experimental metafictional comedy.,3.14,2400
The Ebony Tower,John Fowles,Novella Comedy,"Art world, British painter, France",https://covers.openlibrary.org/b/id/6630602-L.jpg,"A young art critic visits an elderly British painter in France, leading to revelations and missed chances.",3.8,3200
The Collector,John Fowles,Dark Comedy/Thriller,"Kidnapping, Butterfly collector, Class conflict",https://covers.openlibrary.org/b/id/8235198-L.jpg,A lonely butterfly collector kidnaps an art student in this psychological thriller.,3.86,85000
The Monkey Wrench Gang,Edward Abbey,Comedy/Eco-thriller,"Eco-sabotage, Desert, Ragtag heroes",https://covers.openlibrary.org/b/id/7205727-L.jpg,Four eco-warriors sabotage development projects in the American Southwest with humor and chaos.,3.99,42000
The Brave Cowboy,Edward Abbey,Western Comedy,"Modern cowboy, Anarchist, Prison break",https://covers.openlibrary.org/b/id/6630603-L.jpg,A cowboy anarchist in the modern West tries to break his friend out of jail.,3.92,4200
Black Sun,Edward Abbey,Dark Comedy/Romance,"Park ranger, Lost love, Suicide contemplation",https://covers.openlibrary.org/b/id/6630604-L.jpg,A park ranger in the Southwest contemplates suicide after a failed love affair.,3.67,2800
The Fool's Progress,Edward Abbey,Comedy/Road Trip,"Autobiographical, Cross-country journey, Failed marriage",https://covers.openlibrary.org/b/id/6630605-L.jpg,A man drives across America with his dog after his marriage fails in Abbey's most personal novel.,3.98,3200
Hayduke Lives!,Edward Abbey,Comedy/Eco-thriller,"Eco-sabotage sequel, Desert, Environmental activism",https://covers.openlibrary.org/b/id/7205728-L.jpg,The sequel to The Monkey Wrench Gang brings back the eco-warriors for more sabotage.,3.72,4200
Fire on the Mountain,Edward Abbey,Western Comedy,"Grandfather-grandson, Land development, Resistance",https://covers.openlibrary.org/b/id/6630606-L.jpg,"A grandfather refuses to sell his New Mexico ranch to the military, with his grandson's help.",3.94,2400
Good News,Edward Abbey,Post-Apocalyptic Comedy,"Phoenix ruins, Survivalist, Dark humor",https://covers.openlibrary.org/b/id/6630607-L.jpg,"A darkly comic post-apocalyptic tale set in the ruins of Phoenix, Arizona.",3.48,1800
Breakfast of Champions,Kurt Vonnegut,Satire,"Author character, Car dealer, Science fiction writer",https://covers.openlibrary.org/b/id/8235092-L.jpg,Vonnegut appears in his own novel about a car dealer's breakdown and a struggling sci-fi writer.,3.81,185000
Fear and Loathing in Las Vegas,Hunter S. Thompson,Gonzo Comedy,"Drug trip, Las Vegas, Sports journalism",https://covers.openlibrary.org/b/id/8235199-L.jpg,"A drug-fueled journey to Las Vegas ostensibly to cover a motorcycle race, creating gonzo journalism.",3.99,285000
The Rum Diary,Hunter S. Thompson,Comedy,"Journalist, Puerto Rico, 1950s",https://covers.openlibrary.org/b/id/7205729-L.jpg,A journalist in Puerto Rico works for a failing newspaper and gets caught up in various schemes.,3.59,68000
Fear and Loathing on the Campaign Trail '72,Hunter S. Thompson,Political Comedy,"Campaign journalism, Nixon, McGovern",https://covers.openlibrary.org/b/id/8235200-L.jpg,Thompson covers the 1972 presidential campaign with his signature gonzo style.,4.12,22000
Hell's Angels,Hunter S. Thompson,Memoir/Comedy,"Motorcycle gang, Immersion journalism, 1960s",https://covers.openlibrary.org/b/id/8235201-L.jpg,Thompson's account of riding with the Hell's Angels motorcycle gang.,3.98,42000
Generation X,Douglas Coupland,Comedy/Cultural,"Slacker generation, Desert, Dead-end jobs",https://covers.openlibrary.org/b/id/8235202-L.jpg,"Three friends in Palm Springs work dead-end jobs and tell stories, defining a generation.",3.62,48000
Shampoo Planet,Douglas Coupland,Comedy/Coming of Age,"Young Republican, 1990s, Shampoo entrepreneur",https://covers.openlibrary.org/b/id/6630608-L.jpg,A young man tries to become a shampoo entrepreneur in the global economy of the early 1990s.,3.45,4200
Life After God,Douglas Coupland,Comedy/Short Stories,"Spirituality search, Generation X, Modern malaise",https://covers.openlibrary.org/b/id/6630609-L.jpg,Stories about Generation X searching for meaning and spirituality in the modern world.,3.83,6800
Girlfriend in a Coma,Douglas Coupland,Dark Comedy/Apocalyptic,"Coma patient, Apocalypse, Canadian suburbs",https://covers.openlibrary.org/b/id/7205730-L.jpg,A woman in a coma wakes up decades later to find the world ending.,3.55,12000
All Families Are Psychotic,Douglas Coupland,Comedy,"Dysfunctional family, Florida, Space shuttle launch",https://covers.openlibrary.org/b/id/7205731-L.jpg,A dysfunctional Canadian family reunites in Florida for a daughter's space shuttle launch.,3.52,8500
Hey Nostradamus!,Douglas Coupland,Dark Comedy,"School shooting, Multiple perspectives, Faith",https://covers.openlibrary.org/b/id/7205732-L.jpg,Four perspectives on a school shooting and its aftermath explore faith and loss.,3.79,8500
Eleanor Rigby,Douglas Coupland,Tragicomedy,"Lonely woman, Missing son, Vancouver",https://covers.openlibrary.org/b/id/7205733-L.jpg,A lonely woman's life changes when her son she gave up for adoption reappears.,3.65,4200
JPod,Douglas Coupland,Comedy,"Video game designers, Vancouver, Office culture",https://covers.openlibrary.org/b/id/7205734-L.jpg,Video game designers in Vancouver deal with absurd corporate demands and Coupland himself appears.,3.39,12000
The Gum Thief,Douglas Coupland,Epistolary Comedy,"Office supply store, Letters, Multiple narratives",https://covers.openlibrary.org/b/id/7205735-L.jpg,Workers at an office supply store write letters and create stories in this epistolary novel.,3.43,6800
Generation A,Douglas Coupland,Science Fiction Comedy,"Bee extinction, Five narrators, Future society",https://covers.openlibrary.org/b/id/7205736-L.jpg,Five people are stung by bees after bees have supposedly gone extinct.,3.36,8500
Player One,Douglas Coupland,Dark Comedy,"Airport bar, Apocalypse, Four strangers",https://covers.openlibrary.org/b/id/7205737-L.jpg,Four strangers meet in an airport bar as civilization collapses outside.,3.31,4200
Worst. Person. Ever.,Douglas Coupland,Dark Comedy,"Misanthropic cameraman, Pacific island, Reality TV",https://covers.openlibrary.org/b/id/8235203-L.jpg,A terrible cameraman travels to a Pacific island to shoot a reality TV show.,3.38,6800
Blink,Malcolm Gladwell,Nonfiction/Humor,"Quick decisions, Psychology, Anecdotes",https://covers.openlibrary.org/b/id/8235204-L.jpg,An examination of quick decision-making with entertaining anecdotes and humor.,3.95,485000
The Tipping Point,Malcolm Gladwell,Nonfiction/Humor,"Social epidemics, Trends, Pop sociology",https://covers.openlibrary.org/b/id/8235205-L.jpg,"How small actions can cause trends to tip into epidemics, told with engaging humor.",3.97,585000
Outliers,Malcolm Gladwell,Nonfiction/Humor,"Success stories, 10,000 hours, Cultural factors",https://covers.openlibrary.org/b/id/8235206-L.jpg,An examination of what makes high-achievers successful with entertaining case studies.,4.16,685000
What the Dog Saw,Malcolm Gladwell,Essays/Humor,"Collected essays, Profiles, Cultural commentary",https://covers.openlibrary.org/b/id/8235207-L.jpg,Collected essays from The New Yorker about everything from hair dye to dog training.,3.82,128000
David and Goliath,Malcolm Gladwell,Nonfiction/Humor,"Underdogs, Advantages of disadvantages, Psychology",https://covers.openlibrary.org/b/id/8235208-L.jpg,"How underdogs can use their disadvantages as strengths, told through engaging stories.",3.86,185000
The Loved One,Evelyn Waugh,Dark Comedy/Satire,"Funeral industry, Hollywood, British expatriate",https://covers.openlibrary.org/b/id/8235051-L.jpg,A British poet working at a Hollywood pet cemetery falls for a cosmetician at a human funeral home in this savage satire.,3.78,15000
Vile Bodies,Evelyn Waugh,Comedy/Satire,"Bright Young Things, 1920s parties, Social satire",https://covers.openlibrary.org/b/id/8235128-L.jpg,The Bright Young Things of 1920s London party their way through society with increasingly desperate and absurd results.,3.73,12000
Put Out More Flags,Evelyn Waugh,Comedy,"WWII home front, Evacuee scam, Upper class",https://covers.openlibrary.org/b/id/8235129-L.jpg,Basil Seal exploits the chaos of WWII Britain by running an evacuee scam and wreaking havoc among the upper classes.,3.75,5800
Men at Arms,Evelyn Waugh,Comedy/War,"WWII training, Incompetent officer, Military satire",https://covers.openlibrary.org/b/id/8235130-L.jpg,"Guy Crouchback joins the army in WWII and encounters incompetence, bureaucracy, and absurdity in military training.",3.88,8500
Officers and Gentlemen,Evelyn Waugh,Comedy/War,"Military operations, Crete evacuation, WWII",https://covers.openlibrary.org/b/id/8235131-L.jpg,"Guy Crouchback sees action in Crete during WWII, experiencing military disasters with dark humor.",3.86,5200
Unconditional Surrender,Evelyn Waugh,Comedy/War,"End of WWII, Disillusionment, Military bureaucracy",https://covers.openlibrary.org/b/id/8235132-L.jpg,The final volume of the Sword of Honour trilogy follows Guy through the end of WWII with growing disillusionment.,3.89,4800
Work Suspended,Evelyn Waugh,Comedy/Novella,"Writer protagonist, 1930s England, Unfinished novel",https://covers.openlibrary.org/b/id/8235133-L.jpg,An unfinished novel about a detective story writer whose work is interrupted by his father's death and the approach of war.,3.63,1800
Scott Pilgrim Vol. 1,Bryan Lee O'Malley,Graphic Comedy,"Video game logic, Slacker romance, Toronto setting",https://covers.openlibrary.org/b/id/7205690-L.jpg,Scott must defeat his girlfriend's seven evil exes in video game-style battles in this graphic novel series.,4.09,185000
Scott Pilgrim Vol. 2,Bryan Lee O'Malley,Graphic Comedy,"Evil exes, Band drama, Relationship comedy",https://covers.openlibrary.org/b/id/7205691-L.jpg,Scott faces more of Ramona's evil exes while dealing with band troubles and relationship drama.,4.16,98000
Scott Pilgrim Vol. 3,Bryan Lee O'Malley,Graphic Comedy,"Vegan police, Psychic powers, Toronto indie scene",https://covers.openlibrary.org/b/id/7205692-L.jpg,Scott battles a vegan psychic bassist while his own band struggles and relationships get complicated.,4.22,85000
Seconds,Bryan Lee O'Malley,Graphic Comedy,"Time travel, Restaurant chef, Second chances",https://covers.openlibrary.org/b/id/8235134-L.jpg,A restaurant owner discovers a way to fix her past mistakes but learns changing history has consequences.,3.96,42000
The Shipping News,Annie Proulx,Tragicomedy,"Newfoundland setting, Newspaper work, Starting over",https://covers.openlibrary.org/b/id/8235135-L.jpg,A man moves to Newfoundland after tragedy and finds new life working for a local newspaper. Pulitzer Prize winner.,3.74,125000
Postcards,Annie Proulx,Dark Comedy,"Family saga, Rural decline, Decades span",https://covers.openlibrary.org/b/id/8235136-L.jpg,A man flees rural Vermont after an accident and sends postcards home while his family's farm declines over decades.,3.71,8500
The Remains of the Day,Kazuo Ishiguro,Tragicomedy,"Butler protagonist, Repressed emotions, 1950s England",https://covers.openlibrary.org/b/id/8235137-L.jpg,An English butler reflects on his career serving a lord with Nazi sympathies while suppressing his own emotions.,4.13,385000
When We Were Orphans,Kazuo Ishiguro,Mystery Comedy,"Shanghai detective, Childhood mystery, Unreliable memory",https://covers.openlibrary.org/b/id/8235138-L.jpg,A London detective returns to Shanghai to solve his parents' disappearance from his childhood.,3.58,42000
The Unconsoled,Kazuo Ishiguro,Surreal Comedy,"Pianist protagonist, Dreamlike narrative, European city",https://covers.openlibrary.org/b/id/8235139-L.jpg,A pianist arrives in a European city for a concert but gets caught in increasingly surreal and frustrating situations.,3.5,18000
A Pale View of Hills,Kazuo Ishiguro,Dark Comedy/Literary,"Post-war Japan, Memory, Mother-daughter",https://covers.openlibrary.org/b/id/8235140-L.jpg,A Japanese woman in England reflects on post-war Nagasaki and her first marriage with darkly comic undertones.,3.71,28000
An Artist of the Floating World,Kazuo Ishiguro,Tragicomedy,"Retired painter, Post-WWII Japan, War guilt",https://covers.openlibrary.org/b/id/8235141-L.jpg,A retired painter confronts his role in promoting Japanese imperialism through his wartime propaganda art.,3.91,48000
The Buried Giant,Kazuo Ishiguro,Fantasy Comedy,"Elderly couple, Quest, Arthurian Britain",https://covers.openlibrary.org/b/id/8235142-L.jpg,An elderly couple journeys through post-Arthurian Britain where a mysterious mist causes collective amnesia.,3.54,85000
Nights at the Circus,Angela Carter,Magical Realism/Comedy,"Winged woman, Victorian circus, Picaresque",https://covers.openlibrary.org/b/id/7205693-L.jpg,A winged aerialist named Fevvers travels with a circus through Victorian England and Russia in this fantastical comedy.,3.84,18000
